company_id,description,formatted_experience_level,formatted_work_type,industries,job_function,job_id,location,title,work_type
55264833,"Job Description

Primary task consist of entering data into the system . Entering line items into procurement database ( part numbers , descriptions , quantities , prices) E-mailing vendors to request price and availability for those line items . Communicating with vendors via e-mail & telephone - Saving Vendor quotes & other documents onto our server - Printing documents for our hard copy files - Must be bilingual . Ability to perform filing , copying, scanning and other miscellaneous clerical task . Ability to multi-task in a very fast paced environment . Must be proficient in Microsoft Outlook , Word , and Excel . Excellent Keyboarding skills .



RCS Personnel is a staffing company who works with customers seeking to fill their skilled, light industrial and administrative positions. We offer terms from temporary, temp-hire & direct hires. Visit one of our branches to see how we can assist you.

RCS Personnel is a staffing company who works with customers seeking to fill their skilled, light industrial and administrative positions. We offer terms from temporary, temp-hire & direct hires. Visit one of our branches to see how we can assist you.",Entry level,Full-time,Human Resources Services,Administrative,3878747716,"Personnel Houston, TX",Data Entry Clerk,FULL-TIME
35230,"Job Description

JOB SUMMARY

The Engineering Manager will oversee and coordinate the daily operations of highly skilled engineering staff while ensuring that company objectives and goals are met.







The incumbent be able to:









The Engineering Manager has the responsibility and commensurate authority to accomplish the following duties:



:







Equal Opportunity Employer



Adhere to all organizational information security policies and protect all sensitive information in accordance with organizational policy, Federal, State, and local regulations.







Salcomp is the world leading charger manufacturer and has provided close to 4 billion units of mobile phone chargers for our customers in the past 3 decades. It is also world’s preeminent Complex Electronics Manufacturing Services (EMS) provider. We are committed to providing our global customers with innovative solutions for their electrical manufacturing and services.

Salcomp Energy USA is a new subsidiary in the US that focuses on manufacturing of green energy products. The facility will be equipped with advanced manufacturing processes and equipment. We strive to make the world a clean and better place to live.

Salcomp Energy USA provides excellent working environment with competitive compensation package and excellent career future for our people

Salcomp is the world leading charger manufacturer and has provided close to 4 billion units of mobile phone chargers for our customers in the past 3 decades. It is also world’s preeminent Complex Electronics Manufacturing Services (EMS) provider. We are committed to providing our global customers with innovative solutions for their electrical manufacturing and services. Salcomp Energy USA is a new subsidiary in the US that focuses on manufacturing of green energy products. The facility will be equipped with advanced manufacturing processes and equipment. We strive to make the world a clean and better place to live. Salcomp Energy USA provides excellent working environment with competitive compensation package and excellent career future for our people",Mid-Senior level,Full-time,"Appliances, Electrical, and Electronics Manufacturing",Engineering and Information Technology,3878758362,"Plc Arlington, TX",Engineering Manager Manufacturing,FULL-TIME
78380425,"Job Description

We are seeking a Fine Art Painter with experience of various techniques.

Strong Experience With Acrylic Is a Major Plus.













Michael Godard is known as the explosive “Rockstar of the Art World” and global top selling artist!

His world of art invites us to see his lighthearted perspective, surrounding us with animated olives, grapes, and dancing strawberries. His unique portrayal of fun is an exciting combination of imagination and subtle humor, evoking the creative side in “Olive” us. He has redefined art as we know it and, of course, given it a punch line.

His paintings are thought provoking and full of enigmatic illusion. They show pain, love, conflict, and success, making people smile, laugh, reminisce, and exclaim, “Oh My God..ard!”

Michael Godard is known as the explosive “Rockstar of the Art World” and global top selling artist! His world of art invites us to see his lighthearted perspective, surrounding us with animated olives, grapes, and dancing strawberries. His unique portrayal of fun is an exciting combination of imagination and subtle humor, evoking the creative side in “Olive” us. He has redefined art as we know it and, of course, given it a punch line. His paintings are thought provoking and full of enigmatic illusion. They show pain, love, conflict, and success, making people smile, laugh, reminisce, and exclaim, “Oh My God..ard!”",Entry level,Full-time,Artists and Writers,"Design, Art/Creative, and Information Technology",3878753993,"Godard Fine Art Associates Las Vegas, NV",FINE ART PAINTER,FULL-TIME
165138,"Job Description

Overview:

Nelson Mullins, AMLaw 100, is seeking a Director of Marketing to join its team in Atlanta GA, Columbia SC, Charlotte NC or Greenville SC offices. As the Director of Marketing, you will play a pivotal role in shaping the brand identity and fostering business development initiatives for our firm. Reporting directly to the Chief Operations Officer, you will oversee all aspects of marketing, communication, and public relations, both internally and externally. Collaboration with internal stakeholders, including Chiefs, Directors, Committees, and Firm Leaders will be essential to align marketing efforts with overall business objectives.

You demonstrate a cohesive blend of creativity, strategic innovation, and project management skills while leading a team of 20-50 employees including Videographers, Graphic Designers, Event Planners, and Communication Specialists.



The Director of Marketing will lead the department and regularly engage with firm leadership to coordinate marketing efforts. This position requires a dynamic individual with a proven track record in marketing and public relations, capable of driving brand growth and fostering client relationships in a fast-paced environment. Drawing upon your experience, you will develop annual department goals, budgets, and marketing plans to drive the firm's growth agenda forward.

Within the Marketing Department, the Director will manage firm communications, technology applications, social media platforms, and the firm website.

The marketing department is responsible for event planning, firm retreats, client events, and tradeshows. Planning involves budget management, vendor contractor negotiations, organizing logistics, and event personnel.

In your capacity as Director, you will lead efforts to develop and execute comprehensive brand positioning strategies across firm, practice, industry, and office levels. Your expertise will be instrumental in crafting and implementing marketing campaigns tailored to specific target audiences through various mediums. Additionally, you will manage public relations activities, including media relations, interview coordination, submissions, and client/partner surveys.



The ideal candidate for this role will possess a bachelor’s degree in a relevant field and a minimum of 10 years of experience in marketing and public relations, with a focus on strategic planning and execution. Strong project management skills, excellent written and oral communication abilities, and proficiency in Microsoft Office applications and marketing tools such as CRM systems and social media platforms are essential.

Pay range for this role, with final offer amount dependent on experience: $225,000 to $275,000 (annually). Employees in this role will have the option to elect various benefits, including medical, dental, vision, accidental death and dismemberment, life insurance, dependent life insurance, long term disability, long-term care insurance, health savings accounts (if enrolled in an HDHP), health/dependent care spending accounts, 401(k).



With over 1,000 attorneys and professionals, Nelson Mullins has strong roots in the business community and an appreciation for new directions in the business world. As a Firm, Nelson Mullins has a strong foundation of community service and good citizenship. Our administrative professionals likewise promote these values, with opportunities to participate and play roles in various pro bono and community service initiatives. We collaborate with each other and with our clients, working side-by-side toward shared goals.

With over 1,000 attorneys and professionals, Nelson Mullins has strong roots in the business community and an appreciation for new directions in the business world. As a Firm, Nelson Mullins has a strong foundation of community service and good citizenship. Our administrative professionals likewise promote these values, with opportunities to participate and play roles in various pro bono and community service initiatives. We collaborate with each other and with our clients, working side-by-side toward shared goals.",Director,Full-time,Law Practice,Marketing and Sales,3878753349,"Mullins Riley & Scarborough Charlotte, NC",Director of Marketing,FULL-TIME
103113550,"Description:

A Coordinator plays a pivotal role in ensuring exceptional customer experiences for travelers. This multifaceted position combines customer service expertise with travel coordination skills to facilitate seamless and enjoyable journeys for clients. The following responsibilities and qualifications are typically associated with this role:

















Passion and the right skill set are all we're looking for. We offer in-depth training and mentorship, positioning you for success as a standout entrepreneur. Explore this exceptional business opportunity. We provide industry-leading travel commissions that are among the most competitive in the field, If you are ready to take off with a dynamic team, we'd love to hear from you!

Powered by JazzHR

z39TwiwYwB",Entry level,Full-time,Internet Publishing,Other,3878756953,Consulting United States,Entry Level-Coordinator (Remote),FULL-TIME
99375206,"This is a remote position.

Junior React Developer (1 year experience, remote)

Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process.

Full-Time

$59K-$69K Per Annum.

Responsibilities:



Requirements:",Entry level,Full-time,Software Development,Information Technology,3878778128,"Remotely Inc Detroit, MI",Junior React Developer,FULL-TIME
689474,"Job Description

Hello there. We are a jersey Mike's Franchisee in the Charlotte market with 14 + locations. Looking for a great GM that can become an Operating Partner. Please reply if you are interested. Total compensation can start at around $60,000 and go up to $100,000 depending on experience and tenure.

As a GM you are only required to close 2 times a week. We close at 9 pm and the closing team gets out around 9:45 pm. Your other shifts usually are 8 am until 3 or 4 pm. Your workweek consists of around 50 hours.

Store Locations Include Charlotte, Matthews, Mint Hill, Ballantyne, Indian Trail, Waxhaw, and Weddington.



We are a growing company with 17 locations in the Charlotte area with lots of room for advancement. We have several team members that started off as hourly team members that are not Operating Partners in their own stores.

We are a growing company with 17 locations in the Charlotte area with lots of room for advancement. We have several team members that started off as hourly team members that are not Operating Partners in their own stores.",Mid-Senior level,Full-time,Restaurants,Management and Manufacturing,3878764568,"Mike's Subs Charlotte, NC",General Manager (GM),FULL-TIME
577575,"Job Description

Salary: $130,000

Do you envision working for a dynamic, mission-driven organization which supports the community while fostering an employee culture of appreciation and fun? If your answer is yes, then an employment opportunity at Directions for Living may be a great fit for you! We offer an excellent salary and benefits package to include employer paid health insurance premiums for all full-time employees, PTO and paid company holidays, 403b retirement, EAP, and year-round employee wellness and appreciation initiatives.



Reporting to the President & Chief Executive Officer (CEO), the Vice President of Finance will be responsible for the management and leadership of the Finance, Revenue Management and Information Technology departments; as well as all accounting functions, cash management, contract management, budget leadership and coordinator of the annual audit. The VP of Finance will set the organizations financial policy and direction while also being an active participant in, and driver of, the organizations overall strategy. As a member of the executive leadership team, the VP of Finance will work closely with the VP of Strategic Initiatives.

The VP of Finance will be responsible for filling the Financial Leadership function for a mid to large size not for profit organization with several healthcare operating units.

This position directly supervises the Director of Finance.













EOE/ADA/DFW

Smoke Free Campus



Our mission is to be a welcoming and compassionate provider, advocate, and partner to children, adults, and families in need of integrated healthcare, social support, safety, and hope for the future.

Thriving children. Empowered adults. Strong families.

Our mission is to be a welcoming and compassionate provider, advocate, and partner to children, adults, and families in need of integrated healthcare, social support, safety, and hope for the future. Thriving children. Empowered adults. Strong families.",Executive,Contract,Mental Health Care,Finance and Sales,3878757069,"for Living Clearwater, FL",Vice President of Finance,CONTRACT
103118769,"Are you adept at juggling multiple details and thrive in creating well-organized itineraries? We're seeking a Remote Travel Scheduling Assistant to join our team. If you have a passion for precision, excellent organizational skills, and enjoy crafting seamless travel plans, this is the perfect opportunity for you.



As a Remote Travel Scheduling Assistant, you will play a crucial role in coordinating and organizing travel schedules for our clients. Your responsibilities will include:








Powered by JazzHR

UDdqBYR1S9",Entry level,Full-time,Internet Publishing,Management and Manufacturing,3878760233,"Yes Atlanta, GA",Scheduling Assistant,FULL-TIME
2086634,"Job Description

Primary duties:











Full-time position, Day Shift, Signing Bonus



Docufree is a leading enterprise information management and business process as a service provider specializing in cloud based intelligent document management, workflow and electronic signature applications for human capital management, accounts payable, and digital mailroom. Docufree’ award winning SaaS platform has a strong presence in the Legal, Financial Services, Healthcare and Manufacturing industries and we’re expanding into other adjacent markets.

Docufree is a leading enterprise information management and business process as a service provider specializing in cloud based intelligent document management, workflow and electronic signature applications for human capital management, accounts payable, and digital mailroom. Docufree’ award winning SaaS platform has a strong presence in the Legal, Financial Services, Healthcare and Manufacturing industries and we’re expanding into other adjacent markets.",Entry level,Full-time,IT Services and IT Consulting,Administrative,3878755793,"Las Vegas, NV",Mail Processor (Signing Bonus $$$),FULL-TIME
1055774,"Job Description

B.L. Harbert International is looking for a Material Control Technician. This position is based in Birmingham, Alabama. Candidate will report to the Material Control Receiving Supervisor and Receiving Leadmen.















To perform the duties of this job, the employee must:









BL Harbert International, LLC, is a diversified construction company working in the U.S. and abroad. The company is one of the country's most influential contractors, a leader in sustainable construction, and a top design-builder.

At the core of our success is a decentralized decision-making and management operating philosophy. This has led to the formation of two distinct operating groups: the U.S. Group and the International Group.

BL Harbert's International Group provides preconstruction, design-build and MEP engineering services for U.S. Government facilities, civil/industrial, commercial, and hospitality clients in various locations throughout the world.

Our rich experience and self-perform model allow BL Harbert to provide our clients with secure, professional construction in every corner of the world. Since 2000, we have performed in excess of $5 billion worth of new construction in over 30 countries; all of the work built to U.S. specifications and standards. We have a proven track record of delivering first class facilities in some of the most remote places on earth.

We make every effort to immerse ourselves in local cultures and contribute to the welfare of local communities. We also hire workers from the local workforce and, by training them and refining their abilities, provide them with a life skill that they will be able to use long after we have gone. Our goal is to leave behind not only a world-class building, but also a local population that has a new positive view of the United States.

BL Harbert International, LLC, is a diversified construction company working in the U.S. and abroad. The company is one of the country's most influential contractors, a leader in sustainable construction, and a top design-builder. At the core of our success is a decentralized decision-making and management operating philosophy. This has led to the formation of two distinct operating groups: the U.S. Group and the International Group. BL Harbert's International Group provides preconstruction, design-build and MEP engineering services for U.S. Government facilities, civil/industrial, commercial, and hospitality clients in various locations throughout the world. Our rich experience and self-perform model allow BL Harbert to provide our clients with secure, professional construction in every corner of the world. Since 2000, we have performed in excess of $5 billion worth of new construction in over 30 countries; all of the work built to U.S. specifications and standards. We have a proven track record of delivering first class facilities in some of the most remote places on earth. We make every effort to immerse ourselves in local cultures and contribute to the welfare of local communities. We also hire workers from the local workforce and, by training them and refining their abilities, provide them with a life skill that they will be able to use long after we have gone. Our goal is to leave behind not only a world-class building, but also a local population that has a new positive view of the United States.",Entry level,Full-time,Construction,Management and Manufacturing,3878741850,"Harbert International LLC Birmingham, AL",Material Control Technician,FULL-TIME
103113550,"Come aboard our dynamic team as a Hotel Coordinator and become an integral part of ensuring our customers' experiences are seamless and enjoyable. As a Hotel Coordinator, you'll handle reservations, assist customers with inquiries, and coordinate booking activities. If you're passionate about delivering exceptional customer service, possess top-notch organizational skills, and thrive in a fast-paced environment, we're eager to hear from you!













In summary, joining our team as a Hotel Coordinator presents an exciting chance to contribute to customer satisfaction and be part of a vibrant team. With a supportive work environment, appealing benefits, and opportunities to enhance your skills, this role is ideal for those who excel in delivering exceptional customer service. Apply now and embark on a rewarding career journey with us!

Powered by JazzHR

nDWcwJKmWa",Entry level,Full-time,Internet Publishing,Management and Manufacturing,3878755945,"Consulting New York, NY",Hotel Coordinator (Remote),FULL-TIME
3718820,"Dani Pedraza (CCDT) and Maren Lavelle have owned and operated Big City Woof Walkers since 2017. The owners started their work together locally as dog walkers in 2013. Because of their shared origins, Dani and Maren have a unique insight into the dog walking industry. They have placed a strong emphasis on safe walks while providing excellent care. We assign primary walkers to clients; we only offer private and small group walks, and all walkers benefit from our onboarding program. Big City Woof Walkers also provides industry-leading compensation for their growing dog-walking team.







$17- $50 / hour - higher wages are possible with efficient group dog walking or working off-peak hours

$1000 - $1400 / month (earnings can increase once the new walker is onboarded and new clients are added to the route)







Our

Learn more about us on

Powered by JazzHR

VsC7NJh7sk",Entry level,Full-time,Internet Publishing,Management and Manufacturing,3878757515,"New York, NY",Dog Walker,FULL-TIME
3718820,"Dani Pedraza (CCDT) and Maren Lavelle have owned and operated Big City Woof Walkers since 2017. The owners started their work together locally as dog walkers in 2013. Because of their shared origins, Dani and Maren have a unique insight into the dog walking industry. They have placed a strong emphasis on safe walks while providing excellent care. We assign primary walkers to clients; we only offer private and small group walks, and all walkers benefit from our onboarding program. Big City Woof Walkers also provides industry-leading compensation for their growing dog-walking team.







$17- $50 / hour - higher wages are possible with efficient group dog walking or working off-peak hours

$1000 - $1400 / month (earnings can increase once the new walker is onboarded and new clients are added to the route)







Our

Learn more about us on

Powered by JazzHR

Tn74gaKmh4",Entry level,Part-time,Internet Publishing,Management and Manufacturing,3878760027,"New York, NY",Dog Walker,PART-TIME
2126850,"The Territory Sales Manager is primarily responsible for achieving retail sales goals and staying within allocated spending budgets in an assigned territory. In this role you will work as a brand ambassador to develop and grow ABH business in partnership with store teams by building strong collaborative relationships focused on generating retail sales and growing market share. You will effectively communicate the brand story and educate retail teams on all ABH products and services. You will facilitate and execute in-store event activity, while also providing superior customer service. In select locations you will be responsible for hiring, training, and coaching freelance support, as well as licensed professionals in partnership with retailers.

ESSENTIAL DUTIES AND RESPONSIBILITIES:



COMPETENCIES:



Anastasia Beverly Hills offers a competitive compensation package with full benefits and a 401(K) plan with matching contributions from the company. Compensation may vary outside of this range depending on several factors, including a candidate’s qualifications, skills, competencies, experience, and geographical location. Base pay is one part of the total compensation package that is provided to compensate and recognize employees for their work. This role is bonus eligible.

Powered by JazzHR

pEjvvYnpE6",Mid-Senior level,Full-time,Internet Publishing,Sales and Business Development,3878756692,"Beverly Hills Jacksonville, FL","Territory Sales Manager - Jacksonville, FL",FULL-TIME
103113550,"About Us:

We are a dynamic and forward-thinking travel company specializing in group travel experiences. Currently, we are in search of a Remote Travel Customer Service Assistant to join our team. In this role, you will play a pivotal part in ensuring group travelers receive exceptional service, making their journeys smooth and unforgettable.



















































Powered by JazzHR

gPJksIRAVU",Entry level,Full-time,Internet Publishing,Other,3878756952,"Consulting New York, NY",Customer Service Assistant (Remote),FULL-TIME
75429728,"Job Description

Position Title: Vice President of Operations

Department: Operations

Chief Operating Officer

Lakewood, Colorado or Remote

Travel required (up to 40%)

Full-time, Salary Exempt



Woodhouse Spas is a wholly owned subsidiary of Radiance Holdings, LLC. Woodhouse believes that true renewal leads to a more joyful life and we are looking for a VP of Operations who supports the Woodhouse Mission through various operation initiatives. The VP of Operations is the representation of the Woodhouse brand to the franchisee community. They drive the overall satisfaction of Spa guests, profitability, and adherence to brand standards. They also embody and foster all aspects of the brand, culture, and core values to protect the franchisees’ investment and future.",Executive,Full-time,"Health, Wellness & Fitness",Management and Manufacturing,3878745744,"Holdings, LLC Denver, CO",Vice President of Operations,FULL-TIME
6636030,"Job Description

The Project Coordinator will be responsible for procurement and the logistics of materials on time to ensure the best cost for any assigned project.

The project coordinator shall manage every single stage of the assigned active job: Submittals and samples, keep up to date the PO Log (reflecting the last selections from revisions and addendums), job import into BC, new vendor setup, buyout (issuing orders and processing orders acknowledgement and payment requests), clubhouse walk, material release, return, tracking and claims, weekly GS/PC meeting, shop drawings review, RCO creation, change orders tracking, close-out documents, repair order, and any other task related to material procurement that assure the complexion of the project.

:

















.









TCC Multi-Family Interiors is a leading provider of flooring and interior solutions for the multi-family housing industry.

TCC Multi-Family Interiors is a leading provider of flooring and interior solutions for the multi-family housing industry.",Entry level,Full-time,Construction,Purchasing and Supply Chain,3878753072,"Multi-Family Interiors Houston, TX",Procurement Specialist,FULL-TIME
605958,"Job Description

The Human Resources Manager manages the overall provision of Human Resources services, policies, and programs for PhotoBiz. This individual originates and leads Human Resources practices and objectives that will provide an employee-oriented, high-performance culture that emphasizes empowerment, quality, productivity, and standards; goal attainment; and the recruitment and ongoing development of a superior workforce. The Human Resources Generalist coordinates the implementation of people-related services, policies, and programs and assists and advises the controller, operations, and executive management about Human Resources issues.











PHYSICAL DEMANDS

The physical demands described here are representative of those that an employee must meet to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform these functions.

While performing the duties of this job, the employee is regularly required to talk or hear. The employee is frequently required to stand, walk, use hands to finger, handle, or feel and reach with hands and arms. The employee is occasionally required to sit; climb or balance, stoop, kneel, crouch, or crawl.

The employee must regularly lift and/or move up to 10 pounds and occasionally lift and/or move up to 30 pounds.

The specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and the ability to adjust focus.



The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.

The noise level in the work environment is usually moderate.

You are expected to work onsite that is on the premises of the Photobiz offices. In the event of a natural disaster or other emergencies, you will be expected to work from the advised Emergency Plan Site or possibly from home.



We always seek creative and talented people to join our PhotoBiz team. By attracting and retaining a diverse group of energetic creators, we cultivate a culture of fun and passion while producing excellent work. You are more than your job. We are a talented band of photographers, graphic designers, developers, marketing strategists, SEOs, videographers, fine artists, and musicians on and off the clock. Your talents and perspectives make you great at what you do, and we support you as you grow your career and creativity. We offer a highly competitive compensation package driven by results.

We always seek creative and talented people to join our PhotoBiz team. By attracting and retaining a diverse group of energetic creators, we cultivate a culture of fun and passion while producing excellent work. You are more than your job. We are a talented band of photographers, graphic designers, developers, marketing strategists, SEOs, videographers, fine artists, and musicians on and off the clock. Your talents and perspectives make you great at what you do, and we support you as you grow your career and creativity. We offer a highly competitive compensation package driven by results.",Mid-Senior level,Full-time,"Technology, Information and Internet",Human Resources,3878750396,"LLC Greensboro, NC",Human Resources Generalist,FULL-TIME
74163386,"Description

Job Description

Little Bipsy Graphic Designers are responsible for conceptualizing, designing, and implementing strategic on-brand solutions across multiple platforms for our fast-moving, innovative clothing brand. The Graphic Designer collaborates with cross-functional teams to develop creative solutions that meet the needs of Little Bipsy’s business and align with our brand identity. This person will also be responsible for developing and maintaining artwork, marketing collateral, digital media, print proofs, and presentations.",Entry level,Temporary,Retail Apparel and Fashion,"Design, Art/Creative, and Information Technology",3878756180,"Bipsy Everett, WA",Graphic Designer,TEMPORARY
861115,"Job Description:

Saab, Inc., a leading defense and security company, is currently seeking an Associate Communications and Corporate Events Professional to join our DC team. This position will support corporate events and tradeshows by executing logistics, coordinating administrative processes and managing attendee relations. As assigned, the Associate Communications and Corporate Events Professional will also assist with the execution of smaller company events.

This position will also oversee the visitor experience for Saab, Inc. which includes designing and implementing the visitor experience that reflects our brand.

This position will report directly to the Manager, Communications. The position is located in Saab’s Washington, DC Navy Yard office with two days/week work from home option when practical.


















$60,100-$72,100

The compensation range provided is a general guideline. When extending an offer, Saab, Inc. considers factors including (but not limited to) the role and associated responsibilities, location, and market and business considerations, as well as the candidate's work experience, key skills, and education/training.








Must be a U.S. citizen. Applicants selected may be subject to a government security investigation and must meet eligibility requirements for access to classified information.



Saab is a federal government contractor and adheres to policies and programs necessary for sustaining drug-free workplaces. As a condition of employment, candidates will be required to pass a pre-employment drug screen.



Saab provides an excellent working environment offering professional growth opportunities, competitive wages, work-life balance, business-casual atmosphere and comprehensive benefits:






Saab is a leading defense and security company with an enduring mission, to help nations keep their people and society safe. Empowered by its 19,000 talented people, Saab constantly pushes the boundaries of technology to create a safer, more sustainable and more equitable world. In the U.S., Saab delivers advanced technology and systems, supporting the U.S. Armed Forces and the Federal Aviation Administration, as well as international and commercial partners. Headquartered in Syracuse, New York, the company has business units and local employees in eight U.S. locations.

Saab is a company where we see diversity as an asset and offer unlimited opportunities for advancing in your career. We are also a company that respects each person’s needs and encourage employees to lead a balanced, rewarding life beyond work. Saab values diversity and is an Equal Opportunity/ Affirmative Action employer. All qualified individuals are encouraged to apply and will be considered for employment without regard to race, color, religion, national origin, sex (including pregnancy), sexual orientation, gender identity, age, veteran, disability status, or any other federal, state, or locally protected category.",Entry level,Full-time,Defense and Space Manufacturing,"Marketing, Public Relations, and Writing/Editing",3878753476,"Inc. Washington, DC",Associate Communications and Corporate Events Professional,FULL-TIME
377939,"Job Description

We are seeking a talented Multimedia Coordinator to join our dynamic team. This individual will play a pivotal role in developing and executing multimedia content that enhances our product marketing, demand generation, and branding strategies across various platforms. The role demands a creative and technical skill set, with a strong focus on graphic design, video production, audio editing, and digital marketing.















Get government unstuck with OPEXUS. We believe the professionals who keep democracy running expect and deserve exceptional technology experiences. With more than 30 years of experience supporting public institutions, OPEXUS is the leader in FedRAMP-certified government process management software, bringing operational excellence to governments’ middle office so agencies can focus on the critical work of mission delivery.

Our customers and employees share the desire to make a positive impact on society and leave a legacy. Our location in the heart of Washington, D.C. enables our team to work hand-in-hand with our customer community to deliver built-for-government software applications that users love.

If you are a talented, entrepreneurial candidate with an interest in driving growth, then we want to talk with you. We offer countless opportunities for our employees to stretch and take on new challenges in their careers.

OPEXUS is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or disability.

#OPEX - #ZR",Entry level,Full-time,Software Development,"Design, Art/Creative, and Information Technology",3878752699,"Washington, DC",Multimedia Coordinator,FULL-TIME
11760696,"Job Description

Praesum Healthcare: Position Title: Claims Processing Specialist Founded in 2003, Praesum Healthcare provides administrative services for healthcare providers in key geographical locations throughout the Northeast, mid-Atlantic, and Southeast regions. Praesum is an established leader in the healthcare industry. With a solid, growth-focused business model, strong finances, and expert management team, Praesum will continue to grow in the years to come. Praesum currently provides services to behavioral health facilities providing all levels of care from inpatient psychiatric and substance abuse detoxification, through SUD and mental health outpatient clinics. Claims Processing Specialist Job Description: The Claims Processing Clerk will review and audit patient medical records and assign codes to diagnoses and procedures performed by service providers. This position will prepare all billing forms to send to 3rd party biller for timely insurance claim submission. This position will ensure accuracy encompassing billing, coding and insurance requirements, in addition to state and federal laws surrounding Protected Health Information (PHI) and HIPPA, 42CFR, Part 2. Claims Processing Specialist Duties/Responsibilities: Review and audit medical records for accuracy in billing, coding and insurance requirements Organize and manage patients' health information data Prepares daily charges and claims to be submitted electronically to clearing house and insurance carriers Accounts Receivable follow up with insurance carriers Claim denial management with electronic clearing house Utilizes 3 different code sets: CPT, HCPCS, and ICD-10 for appropriate billing to insurance carriers Release information to persons and agencies according to state and federal regulations Possess the ability to critically analyze documentation, assigning proper codes. Claims Processing Specialist Requirements: High School Diploma or GED equivalent required, AA Degree or Vocational training preferred A minimum of 2 years of office or related healthcare industry experience Working knowledge of Microsoft Office applications Claims Processing Specialist Schedule: Full Time Monday - Friday Claims Processing Specialist Compensation: Hourly rate competitive with experience and location Full time employees may be eligible for the following: Insurance: Medical, Dental, Vision, and STD options Medical FSA and Dependent Care Account 401k with company match up to 5% Accrued PTO Plan Education reimbursement Career Advancement Opportunities *** This job does NOT sponsor visa's and we are unable to consider out of country applicants *** If you are interested in this opportunity or know someone that you respect who would be a good fit for this position, please email: Clay - Clay@praesumhealthcare.com James - James@praesumhealthcare.com #IND123



Founded in 2003, Praesum Healthcare provides administrative services for healthcare providers spanning critical geographical locations throughout the country. Praesum has serviced over 49,000 patients in various stages of health care services.

With an established business model, healthy finances, expert industry management team, and proven networking capabilities, Praesum looks to prosper in the $11.6 billion industry (2014 industry revenue forecast).

Founded in 2003, Praesum Healthcare provides administrative services for healthcare providers spanning critical geographical locations throughout the country. Praesum has serviced over 49,000 patients in various stages of health care services. With an established business model, healthy finances, expert industry management team, and proven networking capabilities, Praesum looks to prosper in the $11.6 billion industry (2014 industry revenue forecast).",Entry level,Full-time,Mental Health Care,Other,3878752575,"Healthcare Lake Worth, FL",Claims Processing Specialist,FULL-TIME
2086634,"Job Description

Roles & Responsibilities:













Docufree is a leading enterprise information management and business process as a service provider specializing in cloud based intelligent document management, workflow and electronic signature applications for human capital management, accounts payable, and digital mailroom. Docufree’ award winning SaaS platform has a strong presence in the Legal, Financial Services, Healthcare and Manufacturing industries and we’re expanding into other adjacent markets.

Docufree is a leading enterprise information management and business process as a service provider specializing in cloud based intelligent document management, workflow and electronic signature applications for human capital management, accounts payable, and digital mailroom. Docufree’ award winning SaaS platform has a strong presence in the Legal, Financial Services, Healthcare and Manufacturing industries and we’re expanding into other adjacent markets.",Entry level,Full-time,IT Services and IT Consulting,Legal,3878760566,"Alpharetta, GA",Document Processor - BPO Processing (Signing Bonus $$$),FULL-TIME
4857392,"Job Description

This is a full-time ON-SITE position!



This position will be responsible for developing digital and print-ready graphics that adhere to general brand style guides to develop branded materials. Must possess a mix of creative and technical skills and work quickly and efficiently based on feedback while maintaining extreme attention to detail. It will also require you to work closely with team members in this fast-paced position.











Cosmetic and over-the-counter drug manufacturer and medical device distributor with steady growth for the past 17 years.

Cosmetic and over-the-counter drug manufacturer and medical device distributor with steady growth for the past 17 years.",Entry level,Full-time,Cosmetics,"Design, Art/Creative, and Information Technology",3878756380,"Resolution Laboratory, Inc. Brea, CA",Marketing Graphic Designer,FULL-TIME
33229937,"Job Description

Staff Accountant

Salary Range: $50K-$70K - commensurate with Experience

Assist Controller and CFO with managing accounting for multiple master planned residential real estate development projects::









The principals of Tellus Group have a long history of creating value for both their residents and their capital partners by engineering and executing smart, disciplined, proactive management and capital strategies. Our principals are committed to creating places that positively affect the lives of those that live in a Tellus community and the land on which it’s built.

The principals of Tellus Group have a long history of creating value for both their residents and their capital partners by engineering and executing smart, disciplined, proactive management and capital strategies. Our principals are committed to creating places that positively affect the lives of those that live in a Tellus community and the land on which it’s built.",Entry level,Full-time,Real Estate,Accounting/Auditing and Finance,3878759602,"Group LLC Carrollton, TX",Staff Accountant,FULL-TIME
